model,cancer,N,events,HR,HR_lo,HR_hi,logrank_p
Pooled,ASTRO,308,81,1.91740507311884,1.22385459495176,3.00398611860159,0.0038360581452509
Pooled,OLIGO,210,45,2.3071619619857,1.23500104513349,4.31011482930233,0.00708603261589902
Pooled,GBM,193,130,1.41598289525682,1.00064081687666,2.00372353979943,0.0485645250610698
