"MCL1","MYCN","GLI2","EGFR","CDK6","MET","FGFR1","MYC","CDKN2A.B","PTCH1","PTEN","CCND1","KRAS","CDK4","MDM2","RB1","TP53","NF1","ERBB2","CCNE1","Sample_Name"
0.07,0.033,0.103,-0.059,-0.13,0.04,0.019,0.195,-2.272,0.075,-0.137,-0.049,0.075,-0.031,-0.058,0.165,0.069,-0.102,0.173,0.084,"TCGA-E1-A7YI"
0.041,0.05,0.075,1.195,0.327,0.501,-0.036,-0.015,-1.85,-0.419,-0.364,0.012,-0.248,0.01,-0.084,-0.188,0.091,-0.137,0.066,0.104,"TCGA-DU-A7TD"
0.063,0.053,0.007,-0.05,-0.078,0.047,-0.04,0.072,-0.125,-0.019,-0.054,-0.007,0.035,-0.136,-0.509,-0.127,0.031,-0.146,0.094,0.068,"TCGA-TQ-A7RR"
0.086,-0.007,-0.004,0.171,0.082,0.302,0.142,0.156,-0.303,-0.032,-0.084,-0.024,-0.256,0.003,0.044,-0.44,0.028,-0.012,0.071,-0.239,"TCGA-TQ-A7RH"
0.067,0.054,0.027,-0.102,-0.07,-0.004,-0.021,-0.043,-0.148,0.037,-0.015,-0.014,-0.212,-0.026,-0.141,-0.198,0.037,-0.222,0.035,-0.17,"TCGA-E1-A7YO"
0.063,0.053,0.008,0.038,0.001,0.156,-0.003,-0.023,-0.191,-0.08,-0.067,-0.004,-0.116,-0.006,-0.098,-0.096,-0.006,-0.238,-0.089,0.116,"TCGA-TQ-A7RP"
0.026,0.022,0.027,0.212,0.123,0.289,-0.042,-0.02,-0.247,0.018,-0.264,-0.068,-0.218,0.504,-0.159,-0.449,0.001,-0.132,0.012,0.189,"TCGA-E1-A7YL"
0.059,0.008,0.042,-0.039,0.134,0.263,-0.031,-0.069,-0.189,-0.026,-0.026,-0.029,-0.157,0.015,-0.041,-0.121,0.022,-0.136,0.093,0.062,"TCGA-DH-A7UV"
0.081,0.034,0.064,-0.096,-0.09,0.062,-0.044,-0.062,-0.365,0.047,-0.019,-0.004,-0.289,-0.011,-0.052,-0.175,0.094,-0.149,0.116,-0.33,"TCGA-TQ-A7RU"
0.062,0.004,0.03,1.132,0.12,0.303,-0.01,-0.069,-2.182,0.016,-0.354,-0.004,-0.23,-0.058,-0.134,-0.154,0.07,-0.115,-0.054,0.202,"TCGA-KT-A7W1"
0.074,-0.008,0.067,-0.06,-0.058,0.044,-0.02,0.017,-0.189,0.02,0.046,-0.046,-0.153,-0.156,-0.359,-0.146,0.072,-0.145,0.105,0.029,"TCGA-S9-A6WQ"
0.092,0.05,0.064,-0.032,-0.163,0.106,0.005,0.125,-0.268,-0.001,-0.004,0.003,-0.195,-0.066,-0.061,-0.233,0.079,-0.209,0.027,0.098,"TCGA-TQ-A7RV"
0.087,0.024,0.016,-0.089,0.113,0.279,0.056,-0.015,-0.198,-0.059,0.014,-0.006,-0.255,-0.053,-0.011,-0.086,0.081,-0.138,0.147,-0.217,"TCGA-S9-A7QY"
0.094,0.022,0.011,-0.066,-0.121,0.106,-0.038,-0.038,-1.061,-0.01,-0.006,-0.023,-0.2,-0.035,0.013,-0.563,0.027,-0.079,0.093,0.011,"TCGA-S9-A7IS"
0.128,0.062,0.08,1.018,0.115,0.242,-0.107,-0.337,-0.483,-0.3,-1.896,-0.088,-0.322,0.791,-0.226,-0.513,0.128,-0.003,0.106,-0.131,"TCGA-E1-A7YD"
0.081,-0.037,0.008,-0.075,-0.095,0.098,0.009,-0.028,-0.129,0.018,0.003,0.042,-0.098,-0.025,-0.253,-0.2,0.048,-0.14,0.091,-0.028,"TCGA-E1-A7YK"
0.047,0.035,0.024,-0.064,0.05,0.266,0.15,0.197,-0.187,-0.019,0.014,0.028,-0.083,-0.034,-0.061,-0.179,0.02,-0.241,0.078,0.05,"TCGA-S9-A6WO"
0.114,0.002,0.043,0.123,0.094,0.241,-0.004,-0.026,-0.475,0.016,-0.027,-0.016,-0.21,-0.082,-0.111,-0.139,0.048,-0.214,0.096,0.003,"TCGA-S9-A7IZ"
0.045,0.01,-0.015,-0.018,-0.051,0.069,-0.018,0.014,-0.095,0.037,0.019,0.006,-0.122,-0.156,-0.387,-0.161,0.06,-0.138,0.151,0.004,"TCGA-E1-A7YH"
0.055,0.062,0.086,-0.023,-0.105,0.015,-0.051,-0.015,-0.567,-0.282,-0.127,-0.004,-0.262,-0.102,-0.076,-0.511,0.292,-0.267,0.073,-0.069,"TCGA-E1-A7YE"
0.061,0.039,0.014,0.088,0.05,0.163,-0.045,-0.016,-0.263,0.011,-0.2,-0.018,-0.207,-0.013,-0.089,-0.249,0.039,-0.052,-0.046,-0.004,"TCGA-E1-A7YM"
0.188,0.027,0.028,0.837,0.04,0.211,-0.001,-0.017,-0.96,0.044,-0.226,-0.022,-0.175,0.009,-0.113,-0.429,0.035,-0.15,-0.015,0.047,"TCGA-S9-A7IX"
0.048,0.055,0.003,-0.029,-0.061,0.104,-0.011,0.011,-0.189,0.016,0.025,-0.028,-0.068,-0.041,-0.015,-0.103,0.055,-0.062,0.107,-0.211,"TCGA-S9-A7IY"
0.118,0.055,0.046,-0.106,-0.15,-0.036,0.022,-0.033,-0.453,-0.029,0.036,-0.046,-0.307,-0.025,-0.15,-0.119,0.064,-0.17,0.106,0.019,"TCGA-S9-A7R8"
0.025,0.088,0.049,-0.133,-0.122,0.042,0.05,-0.05,-0.226,0.014,-0.022,0.014,-0.254,-0.158,-0.476,-0.538,0.038,-0.226,0.175,0.217,"TCGA-S9-A6TV"
0.068,0.088,0.156,-0.049,-0.129,0.063,-0.11,-0.049,-0.634,0.055,-0.383,-0.031,-0.323,0.569,-0.31,-0.129,0.08,-0.062,0.166,0.033,"TCGA-E1-A7YV"
0.061,0.076,0.107,-0.11,-0.164,-0.066,-0.056,0.343,-0.403,-0.009,0.042,-0.006,-0.332,0,-0.132,-0.497,0.051,-0.349,0.141,0.082,"TCGA-FG-A70Y"
0.038,0.033,0.022,1.187,0.167,0.329,-0.41,-0.007,-2.005,0.043,-0.379,0.02,-0.163,0.01,-0.078,-0.105,0.051,-0.082,-0.023,0.162,"TCGA-DU-A7TJ"
0.052,0.041,0.044,-0.091,-0.119,0.02,0.038,0.178,-0.189,-0.017,-0.008,-0.003,-0.263,0.007,-0.036,-0.2,0.036,-0.107,0.096,0.058,"TCGA-E1-A7YW"
0.077,0.02,0.01,-0.089,-0.138,0.035,-0.029,0.045,-0.145,0,-0.013,0,-0.239,-0.008,-0.051,-0.187,0.038,-0.195,0.026,-0.053,"TCGA-E1-A7YY"
0.098,0.05,-0.002,-0.073,-0.065,0.073,-0.044,0.004,-0.102,0.016,0.016,-0.007,-0.098,0.006,-0.071,-0.143,0.062,-0.098,0.044,-0.116,"TCGA-DU-A7TG"
0.036,-0.001,0.024,-0.095,-0.107,0.055,0.004,-0.015,-0.27,-0.043,-0.032,-0.04,-0.158,-0.035,-0.136,-0.145,0.032,-0.084,0.153,0.13,"TCGA-S9-A7R4"
0.232,0.018,0.041,-0.074,-0.1,0.525,0.023,-0.017,-0.368,-0.208,0.017,-0.016,-0.151,-0.045,0.003,-0.09,0.058,-0.184,0.032,-0.203,"TCGA-S9-A7R1"
0.049,0.064,0.002,-0.081,-0.141,0.05,-0.009,-0.041,-0.205,-0.03,-0.072,-0.032,-0.101,-0.159,-0.285,-0.151,0.078,-0.104,0.12,0.017,"TCGA-S9-A7R7"
0.097,0.06,0.013,-0.081,-0.084,0.036,-0.009,-0.03,-0.131,0.035,0.026,-0.017,-0.172,-0.074,-0.058,-0.237,0.057,-0.115,0.086,-0.194,"TCGA-S9-A7J3"
0.12,0.016,0.042,-0.089,-0.163,0.079,0.026,-0.027,-0.141,-0.023,-0.038,0.009,-0.134,-0.01,-0.114,-0.107,0.041,-0.173,0.09,0.043,"TCGA-E1-A7Z6"
0.328,0.011,0.052,0.738,-0.039,0.125,-0.202,-0.19,-0.307,-0.13,-0.344,-0.06,-0.036,0.062,-0.008,-0.214,0.041,-0.104,0.031,0.072,"TCGA-E1-A7YQ"
0.062,0.061,0.064,-0.029,0.129,0.361,-0.034,0.146,-0.139,-0.038,-0.006,0.015,-0.299,0.023,-0.027,-0.263,0.049,-0.311,0.021,-0.001,"TCGA-DU-A7T8"
0.107,0.041,0.029,-0.012,-0.086,0.091,-0.015,0.02,-0.078,0.053,0.025,-0.021,-0.119,0.024,-0.031,-0.09,0.066,-0.174,0.135,-0.313,"TCGA-S9-A7QZ"
0.124,0.066,0.023,0.019,-0.037,0.038,-0.038,0.141,-0.095,-0.007,0.049,-0.054,-0.247,0.003,0,-0.07,0.075,-0.165,0.07,-0.04,"TCGA-DU-A7TC"
0.046,0.022,0.011,-0.049,-0.061,0.085,-0.094,-0.035,-0.116,-0.01,-0.014,-0.04,-0.178,0.007,0.04,-0.109,0.036,-0.17,0.064,-0.187,"TCGA-S9-A7J1"
0.134,0.063,-0.004,-0.046,0.171,0.304,0.01,-0.056,-0.033,0.118,0.051,-0.042,-0.176,-0.043,-0.062,-0.165,0.055,-0.153,0.142,-0.031,"TCGA-E1-A7Z3"
0.083,0.01,0.019,-0.024,-0.172,0.106,0.009,0.005,-0.468,0.016,-0.108,-0.031,-0.292,0.021,-0.009,-0.163,0.1,-0.187,0.061,0.075,"TCGA-S9-A7R3"
0.045,0.022,0.075,-0.009,-0.083,0.128,-0.092,-0.035,-0.125,-0.065,-0.009,-0.003,-0.227,0.013,-0.158,-0.099,0.074,-0.225,0.089,0.087,"TCGA-E1-A7Z4"
0.117,0.067,0.04,-0.07,-0.169,0.074,-0.045,-0.049,-0.321,0.005,-0.015,-0.006,-0.209,0.006,0.018,-0.139,0.067,-0.229,0.174,0.217,"TCGA-E1-A7YU"
0.069,0.027,0.045,0.168,0.156,0.279,-0.017,-0.045,-0.101,0.016,-0.174,-0.038,-0.121,0.536,-0.024,-0.102,0.054,-0.152,-0.011,0.085,"TCGA-S9-A7R2"
0.137,0.061,0.018,0.287,-0.152,0.042,0.012,0.009,-1.357,-0.011,-0.342,-0.017,-0.261,0.008,0.04,-0.122,0.105,-0.147,0.005,0.018,"TCGA-E1-A7Z2"
0.226,-0.09,0.034,-0.001,-0.048,0.161,0.099,0.181,-0.245,0.02,0.015,0.079,-0.215,-0.058,-0.055,-0.086,0.142,-0.036,0.082,0.02,"TCGA-VM-A8C8"
0.139,0.078,0.039,-0.064,-0.089,0.103,-0.059,0.02,-0.099,-0.013,0.023,-0.019,-0.171,0.096,0.135,-0.5,0.096,-0.236,-0.084,-0.156,"TCGA-TM-A84S"
0.121,0.019,0.002,-0.037,-0.031,0.129,-0.031,0.053,-0.013,0.009,0.006,-0.025,-0.04,0.047,0.163,-0.095,0.101,-0.218,0.02,-0.401,"TCGA-RY-A83Y"
0.206,0.017,0.018,-0.013,-0.066,0.155,-0.021,-0.006,-0.23,-0.067,0.028,0.006,-0.202,-0.02,0.047,-0.134,0.049,-0.18,0.02,0.124,"TCGA-WH-A86K"
0.095,-0.019,-0.022,-0.014,-0.054,0.144,-0.04,0.019,-0.146,-0.023,-0.329,-0.066,-0.046,0.122,0.073,-1.465,0.045,-0.011,0.018,0.105,"TCGA-DH-A7UU"
0.159,0.098,-0.012,0.154,0.154,0.285,-0.015,0.319,-0.304,-0.081,0.049,-0.01,-0.166,0.077,0.077,-0.149,0.046,-0.307,-0.016,0.035,"TCGA-TM-A84H"
0.135,0.086,-0.057,-0.133,-0.059,0.063,0.002,0.024,-0.188,-0.051,0.082,-0.009,-0.089,0.005,0.231,-0.137,0.122,-0.105,0.027,-0.215,"TCGA-VM-A8CE"
0.123,0.054,0.017,0.025,0.013,0.155,-0.003,0.071,-0.228,-0.022,0.015,0.032,-0.203,0.037,0.175,-0.179,0.115,-0.135,0.004,-0.171,"TCGA-TM-A84M"
0.12,0.02,-0.026,-0.059,-0.027,0.068,0.024,0.035,-0.079,-0.014,0.022,-0.013,-0.016,-0.025,0.192,-0.122,0.047,-0.07,0.016,-0.087,"TCGA-QH-A86X"
0.204,0.152,0.046,-0.098,-0.098,0.068,0.018,0.036,-0.519,0.025,0.099,-0.021,-0.188,0.03,0.164,-0.125,0.085,-0.313,0.019,-0.235,"TCGA-TQ-A8XE"
0.243,0.063,0.054,-0.037,-0.074,0.153,0.298,0.359,-0.193,-0.189,0.063,0.14,-0.114,0.009,0.127,-0.279,0.088,-0.252,0.021,0.039,"TCGA-VM-A8CF"
0.127,0.062,0.052,-0.065,-0.033,0.106,-0.046,-0.034,-0.202,-0.01,0.037,-0.023,-0.238,0.01,0.105,-0.152,0.074,-0.23,0.009,0.016,"TCGA-WY-A85C"
0.116,0.055,0.013,-0.014,-0.002,0.105,-0.041,0.032,-0.073,0.042,-0.093,-0.129,0.349,0.791,-0.179,-0.162,0.08,-0.103,-0.037,0.122,"TCGA-TM-A84I"
0.118,0.056,-0.015,0.003,-0.005,0.186,-0.037,0.019,-0.292,0.014,0.059,-0.04,0.013,-0.187,-0.278,-0.166,0.052,-0.103,0.034,-0.017,"TCGA-WY-A859"
0.102,0.057,0.006,-0.028,0.218,0.335,-0.032,0.003,-0.379,-0.114,0.07,-0.009,-0.2,0.027,0.025,-0.174,0.06,-0.231,0.028,-0.053,"TCGA-F6-A8O4"
0.151,0.037,0.013,-0.003,0.021,0.092,-0.002,0.001,-0.24,0.036,0.086,-0.012,-0.05,0.027,0.117,-0.101,0.067,-0.211,0.041,-0.107,"TCGA-W9-A837"
0.084,0.084,0,-0.109,-0.045,0.031,-0.007,0.019,-0.2,0.028,0.055,-0.035,-0.063,0.058,0.154,-0.122,0.094,-0.138,0.018,-0.227,"TCGA-TM-A84G"
0.093,0.068,-0.034,-0.076,-0.028,0.097,0.012,0.103,-0.22,0.058,0.036,0.042,-0.063,0.011,-0.105,-0.182,0.092,-0.191,0.041,0.1,"TCGA-WY-A85B"
0.042,0.035,-0.038,-0.086,-0.112,0.175,0.177,0.04,-1.457,0.101,-0.085,0.033,-0.041,0.086,0.155,-0.552,0.12,-0.152,-0.032,0.031,"TCGA-S9-A89Z"
0.054,0.093,-0.018,-0.026,-0.044,0.041,0.054,0.069,-0.031,0.15,0.075,0.069,-0.065,0.016,0.1,-0.14,0.092,-0.189,-0.114,-0.12,"TCGA-S9-A89V"
0.096,0.077,0,-0.035,-0.039,0.013,0.03,0.012,-0.081,0.003,0.084,0.009,-0.052,0.044,0.093,-0.164,0.088,-0.191,-0.041,0.066,"TCGA-RY-A843"
0.046,0.096,-0.021,-0.108,-0.007,0.034,0.003,0.027,-0.045,0.036,0.071,0.001,-0.017,0.055,0.069,-0.124,0.081,-0.217,-0.048,0.057,"TCGA-TM-A84C"
0.104,0.081,0.004,-0.059,-0.061,0.055,-0.072,0.019,-0.142,0.047,0.098,0.025,-0.082,-0.009,0.177,-0.123,0.1,-0.293,0.154,0.051,"TCGA-VM-A8CH"
0.123,0.151,-0.022,-0.033,-0.013,0.122,0.012,0.141,-0.123,0.013,0.051,0.01,-0.099,0.076,0.136,-0.238,0.129,-0.166,0.012,0.036,"TCGA-TM-A84Q"
0.073,0.136,0.077,-0.037,-0.033,0.068,0.03,0.039,-0.155,-0.141,-0.089,0.103,-0.11,0.014,0.039,-0.074,-0.383,-0.217,0.053,-0.01,"TCGA-TM-A84J"
0.237,0.067,-0.002,0.269,0.237,0.297,-0.016,0.039,0.038,0.069,-0.23,0.018,-0.045,0.727,0.305,-0.074,0.094,-0.268,0.042,-0.035,"TCGA-TM-A84B"
0.088,0.051,0.008,0.965,0.14,0.193,0.014,0.017,-0.508,0.064,-0.106,-0.028,-0.093,0.015,0.078,-0.352,0.082,-0.28,-0.295,-0.025,"TCGA-FG-A87Q"
0.106,0.168,0.013,0.013,0.048,-0.01,0,-0.014,-0.664,0.106,-0.108,0.027,-0.051,0.022,0.185,-0.365,0.083,-0.505,-0.27,-0.032,"TCGA-VM-A8CD"
0.163,0.053,-0.016,0.128,0.162,0.251,-0.046,0.042,-0.147,0.236,0.065,-0.004,0.031,0.021,0.111,-0.196,0.084,-0.204,-0.047,0.022,"TCGA-WY-A85E"
0.102,0.043,0.01,-0.072,-0.038,0.067,0.005,0.051,0.039,0.03,0.094,-0.004,-0.066,0.111,0.039,-0.159,0.09,-0.231,-0.139,0.051,"TCGA-WY-A85A"
0.14,0.052,0.023,-0.086,-0.044,0.013,0.005,0.056,-1.827,0.309,0.2,-0.012,-0.101,0.04,0.145,-0.061,0.103,-0.143,0.058,0.253,"TCGA-FG-A87N"
0.04,0.072,0.014,-0.043,-0.088,-0.012,-0.038,0.01,-0.057,-0.005,0.044,0.072,-0.143,0.107,0.095,-0.394,0.02,-0.24,-0.028,0.044,"TCGA-TM-A84F"
0.104,0,0,-0.032,-0.01,-0.033,-0.018,0.022,-0.027,0.055,0.113,-0.018,-0.025,0.006,0.031,-0.142,0.039,-0.224,-0.038,-0.106,"TCGA-RY-A847"
0.103,0.053,0.038,-0.011,-0.057,0.007,-0.002,0.041,-0.054,0.121,-0.202,0.025,-0.053,0.084,0.05,-0.119,0.072,-0.205,-0.06,-0.021,"TCGA-WY-A85D"
0.187,0.08,0.094,-0.047,-0.114,0.041,0.06,0.078,-0.128,0,0.025,0.065,-0.242,0,0.077,-0.086,0.12,-0.043,0.015,-0.142,"TCGA-VM-A8CA"
0.16,0.143,0.013,-0.046,-0.036,0.016,-0.013,0.069,-0.006,0.074,0.093,0.04,-0.136,-0.141,0.068,-0.107,0.088,-0.257,-0.078,-0.272,"TCGA-VM-A8CB"
0.135,0.048,0.057,-0.016,-0.011,0.115,-0.047,0.211,-1.492,0.102,-0.109,-0.004,-0.17,0.041,0.079,-0.277,0.026,-0.153,-0.037,-0.027,"TCGA-RY-A83Z"
0.053,0.129,0.025,-0.021,-0.055,0.264,-0.047,0.02,-0.026,0.033,0.12,-0.001,-0.117,0.119,0.047,-0.481,0.038,-0.302,-0.033,0.047,"TCGA-TM-A84L"
0.118,0.062,-0.019,-0.084,-0.064,0.257,-0.027,0.02,-0.061,-0.072,0.042,-0.052,-0.21,0.057,0.055,-0.12,0.083,-0.129,-0.006,0.064,"TCGA-QH-A870"
0.047,-0.018,-0.043,-0.043,-0.006,0.045,-0.027,-0.008,0.012,-0.017,0.09,-0.026,0.001,0.07,0.048,-0.194,0.018,-0.081,0.001,-0.045,"TCGA-TM-A84R"
0.159,0.043,0.002,0.125,0.191,0.242,-0.035,0.014,-0.15,0.028,0.131,0.003,-0.181,-0.008,-0.039,-0.105,0.099,-0.391,-0.013,-0.097,"TCGA-RY-A845"
0.146,0.114,0.019,-0.134,-0.1,-0.02,0.2,0.148,-0.238,-0.013,-0.021,0.024,-0.078,0.162,0.073,-0.188,0.115,-0.315,-0.048,-0.324,"TCGA-F6-A8O3"
0.093,0.069,-0.019,-0.174,-0.106,0.016,0.081,0.061,-0.148,-0.007,-0.212,-0.052,-0.14,0.075,0.14,-0.179,0.144,-0.107,-0.003,-0.254,"TCGA-RY-A83X"
0.012,0.113,-0.032,-0.149,-0.141,0.05,0.025,0.006,-0.151,-0.035,-0.015,-0.001,-0.147,0.004,0.16,-0.084,0.128,-0.215,0.028,-0.223,"TCGA-VV-A829"
0.073,0.125,0.092,0.898,0.146,0.163,0.067,0.029,-0.032,0.086,-0.225,0.017,-0.136,0.727,0.038,-0.1,0.088,-0.157,-0.023,0.086,"TCGA-VW-A8FI"
0.085,0.077,0.036,-0.027,-0.099,0.047,0.013,0.077,-0.187,0.022,0.065,0.162,-0.107,0.055,0.195,-0.148,0.132,-0.237,0.043,-0.322,"TCGA-RY-A840"
0.075,0.044,-0.008,-0.101,-0.094,0.029,0.026,0.047,-0.177,0.039,0.012,-0.034,-0.049,0.08,0.197,-0.127,0.126,-0.193,-0.063,-0.18,"TCGA-TM-A84O"
0.023,0.123,-0.025,-0.068,-0.097,0.084,0.039,0.222,-0.217,-0.108,0.013,-0.02,-0.075,0.047,0.138,-0.186,0.135,-0.247,-0.04,0.087,"TCGA-TM-A84T"
0.072,0.047,-0.018,-0.108,-0.102,0.033,0.059,0.053,-0.57,-0.07,-0.003,-0.005,-0.155,0.061,0.174,-0.135,0.153,-0.142,-0.032,-0.024,"TCGA-VV-A86M"
0.086,0.055,-0.062,-0.083,-0.083,0.138,0.095,0.1,-0.22,0.005,-0.046,0.008,-0.057,0.042,0.214,-0.222,0.089,-0.041,0.021,-0.016,"TCGA-WY-A858"
0.145,0.064,-0.042,-0.166,-0.093,-0.009,0.06,0.059,-0.042,-0.123,0.004,-0.026,-0.163,0.067,0.202,-0.083,0.133,-0.155,-0.071,0.049,"TCGA-VM-A8C9"
0.082,0.079,0.003,-0.007,-0.104,0.027,-0.082,0.025,-0.199,0.034,-0.157,0.032,0.277,-0.188,-0.228,-0.053,0.025,-0.36,-0.032,0.028,"TCGA-06-A7TL"
0.111,0.001,0.016,0.198,0.141,0.198,-0.036,-0.052,0.016,0.181,-0.074,0.026,-0.074,0.624,1.518,-0.321,0.052,-0.35,-0.114,0.046,"TCGA-06-A7TK"
0.073,0.001,-0.057,0.161,0.116,0.215,-0.021,-0.01,-1.364,0.199,-0.047,0.006,-0.112,-0.082,-0.03,-0.16,-0.304,-0.276,-0.074,0.016,"TCGA-4W-AA9R"
0.115,0.07,0.056,0.978,0.14,0.165,-0.06,-0.045,-0.325,0.079,0.007,-0.014,-0.183,-0.073,-0.073,-0.037,-0.002,-0.362,-0.102,0.044,"TCGA-4W-AA9T"
0.092,0.115,0.02,1.113,0.185,0.361,-0.017,0,-2.727,0.107,-0.317,-0.007,-0.17,-0.037,-0.047,-0.429,0.08,-0.142,-0.06,0.014,"TCGA-26-A7UX"
0.031,0.092,0.082,0.224,0.203,0.232,-0.035,0,-1.202,0.078,-0.181,0.01,-0.118,-0.056,0.039,-0.408,-0.172,-0.563,-0.235,0.016,"TCGA-4W-AA9S"
0.023,0.004,-0.028,-0.011,0.063,0.117,0.005,0.002,-0.104,-0.068,0.041,-0.049,-0.168,0.016,-0.002,-0.155,0.065,-0.181,0.005,-0.026,"TCGA-DU-7011"
0.053,0.017,-0.029,-0.041,-0.048,-0.024,-0.001,0.023,0.049,-0.014,0.064,-0.004,0.033,-0.008,0.035,0.007,0.006,-0.03,0.046,-0.308,"TCGA-DU-6394"
0.052,0.026,0.021,-0.051,-0.037,0.071,-0.006,0.016,-0.091,-0.121,0.028,0.016,-0.012,0.005,0.016,-0.016,0.023,-0.057,0.053,-0.287,"TCGA-DU-6397"
0.047,0.007,0.017,0.106,0.18,0.246,0.01,0.005,-0.648,-0.012,-0.137,-0.025,-0.06,0.011,-0.014,-0.034,0.039,-0.025,-0.046,0.154,"TCGA-DU-6402"
0.145,0.023,-0.045,-0.03,0.04,0.005,-0.037,0.027,0.111,0.036,0.119,0.04,0.037,0.109,0.151,0.036,0.076,-0.041,-0.025,-0.286,"TCGA-HT-7608"
0.109,-0.031,-0.029,1.041,0.309,0.295,-0.015,0.011,-1.741,0,-0.256,-0.082,-0.023,0.004,0.108,0.037,0.063,-0.006,-0.085,0.136,"TCGA-06-0125"
0.227,-0.133,-0.12,1.282,0.253,0.286,-0.041,0.012,0.036,0.084,-0.21,0.012,0.003,0.917,1.539,-0.136,-0.089,-0.219,-0.157,0.222,"TCGA-06-0152"
0.132,0.006,-0.032,0.135,0.208,0.136,-0.158,-0.177,-0.662,0,-0.163,-0.047,-0.046,0.011,0.09,-0.018,0.023,-0.086,-0.05,0.01,"TCGA-06-0171"
0.078,-0.013,-0.03,1.033,0.805,0.035,-0.031,0.03,-0.888,0.006,-0.134,-0.046,-0.039,-0.004,0.015,0.021,0.027,0.027,-0.061,0.171,"TCGA-14-1402"
0.057,0.022,-0.001,0.164,0.166,0.211,-0.016,0.029,-0.203,0.011,-0.131,-0.227,-0.142,-0.057,-0.039,-0.223,-0.076,-0.226,-0.175,0.082,"TCGA-06-0190"
0.066,0.023,0.021,0.766,0.015,0.118,-0.221,-0.271,-0.433,-0.257,-0.196,-0.004,-0.055,0.021,0.028,-0.309,0.041,-0.021,-0.036,0.012,"TCGA-14-0736"
0.101,-0.008,0,0.122,0.193,0.269,0.014,0.019,-0.629,-0.264,-0.143,-0.028,-0.06,-0.046,0.008,0.025,0.059,-0.001,-0.025,-0.032,"TCGA-06-0210"
0.105,0.102,0.1,0.218,0.269,0.299,0.016,0.014,0.075,0.027,-0.211,-0.047,-0.083,0.764,1.435,-0.053,0.046,-0.035,-0.003,-0.104,"TCGA-19-0957"
0.104,-0.005,-0.006,0.936,0.195,0.315,0.034,0.078,-0.719,-0.023,-0.159,-0.042,-0.041,0.027,0.055,-0.089,0.008,-0.136,-0.124,0.085,"TCGA-06-0211"
0.093,0.021,-0.004,0.133,0.134,0.191,-0.053,-0.016,-0.24,0.016,-0.069,-0.038,-0.038,0.008,0.085,-0.114,0.047,-0.21,-0.049,0.027,"TCGA-19-1389"
0.083,0.244,-0.032,-0.081,0.92,0.346,0.018,0.061,-0.23,0.024,-0.013,-0.007,-0.107,0.661,0.055,-0.308,0.049,-0.034,-0.038,0.071,"TCGA-06-0221"
